기상상태,노면상태,사고유형,사고유형 - 세부분류,법규위반,가해운전자 차종,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 연령,피해운전자 상해정도,ECLO,시간,도로형태1,도로형태2
맑음,건조,차대사람,보도통행중,신호위반,승용,37세,상해없음,보행자,59세,경상,3,14,단일로,기타
맑음,건조,차대차,기타,직진우회전진행방해,화물,65세,상해없음,이륜,17세,중상,5,14,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,50세,상해없음,이륜,24세,경상,3,17,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,이륜,45세,경상,승용,29세,상해없음,3,17,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,37세,경상,승용,65세,경상,12,18,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,26세,경상,승용,26세,경상,6,18,교차로,교차로부근
맑음,건조,차대차,기타,신호위반,이륜,18세,상해없음,자전거,60세,경상,3,19,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,승용,69세,상해없음,승용,26세,경상,3,20,단일로,기타
맑음,건조,차대차,기타,신호위반,기타불명,미분류,기타불명,승용,47세,경상,6,23,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,72세,상해없음,승용,60세,경상,3,0,교차로,교차로안
맑음,건조,차대차,기타,신호위반,승용,28세,상해없음,승용,52세,경상,3,2,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,44세,상해없음,화물,38세,경상,3,3,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,55세,상해없음,승용,76세,상해없음,3,5,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,화물,71세,상해없음,승용,71세,경상,3,6,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,승용,56세,상해없음,승용,60세,상해없음,6,10,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승합,51세,상해없음,승용,25세,상해없음,4,12,교차로,교차로안
맑음,건조,차대차,기타,신호위반,승용,31세,상해없음,이륜,61세,중상,5,13,단일로,기타
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,22세,상해없음,승용,67세,경상,3,14,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,승용,28세,상해없음,승합,71세,경상,6,15,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,72세,상해없음,승용,56세,경상,4,15,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,25세,상해없음,승용,46세,중상,5,16,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,61세,상해없음,승용,52세,경상,3,17,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,25세,상해없음,화물,50세,경상,3,17,교차로,교차로부근
맑음,건조,차대사람,차도통행중,신호위반,승용,68세,상해없음,보행자,22세,경상,3,19,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,42세,상해없음,승용,28세,중상,5,19,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,51세,상해없음,승용,43세,중상,5,0,교차로,교차로안
비,젖음/습기,차대차,기타,직진우회전진행방해,승용,60세,상해없음,이륜,26세,경상,3,11,교차로,교차로안
비,젖음/습기,차대차,측면충돌,신호위반,승용,66세,상해없음,승용,65세,경상,3,11,교차로,교차로안
비,젖음/습기,차대차,측면충돌,신호위반,화물,53세,경상,승용,32세,경상,9,11,단일로,기타
맑음,건조,차대차,기타,교차로운행방법위반,승용,52세,상해없음,승용,61세,상해없음,3,11,교차로,교차로안
맑음,젖음/습기,차대차,측면충돌,안전거리미확보,승용,52세,상해없음,승용,52세,경상,3,16,단일로,기타
맑음,젖음/습기,차대차,측면충돌,신호위반,승용,60세,기타불명,화물,41세,경상,9,17,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,67세,상해없음,승용,53세,경상,6,17,교차로,교차로안
비,젖음/습기,차대차,기타,안전거리미확보,승용,40세,경상,승용,59세,경상,9,18,기타,기타
비,젖음/습기,차대차,정면충돌,신호위반,이륜,37세,기타불명,승용,51세,중상,5,18,교차로,교차로안
비,젖음/습기,차대차,측면충돌,안전거리미확보,승용,66세,상해없음,승용,25세,경상,12,19,교차로,교차로안
비,젖음/습기,차대차,측면충돌,안전거리미확보,이륜,23세,경상,승용,37세,상해없음,3,19,단일로,기타
비,젖음/습기,차대차,측면충돌,신호위반,화물,26세,상해없음,이륜,41세,경상,3,20,단일로,기타
비,젖음/습기,차대차,측면충돌,중앙선침범,승용,27세,부상신고,승용,26세,부상신고,3,20,교차로,교차로부근
비,젖음/습기,차대차,측면충돌,중앙선침범,승용,53세,상해없음,승용,47세,경상,9,21,교차로,교차로부근
비,젖음/습기,차대차,측면충돌,중앙선침범,승용,45세,상해없음,승용,61세,중상,14,21,교차로,교차로부근
비,젖음/습기,차대차,기타,교차로운행방법위반,승용,58세,경상,승용,29세,경상,6,22,교차로,교차로안
맑음,건조,차대사람,기타,보행자보호의무위반,승용,67세,상해없음,보행자,8세,경상,3,2,단일로,기타
맑음,건조,차대차,측면충돌,직진우회전진행방해,이륜,70세,경상,승용,55세,상해없음,3,7,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,승합,39세,상해없음,승합,41세,상해없음,9,8,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,승용,33세,상해없음,승합,29세,상해없음,8,8,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,40세,부상신고,승용,56세,경상,4,8,교차로,교차로안
맑음,건조,차대차,기타,신호위반,자전거,82세,경상,승용,61세,상해없음,3,9,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,52세,상해없음,승용,33세,경상,8,10,교차로,교차로안
맑음,건조,차대차,추돌,직진우회전진행방해,승용,53세,상해없음,자전거,63세,경상,3,11,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,이륜,69세,상해없음,이륜,25세,경상,6,12,교차로,교차로부근
맑음,건조,차대차,측면충돌,신호위반,승용,43세,경상,승용,43세,경상,6,12,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,화물,38세,부상신고,승용,21세,경상,8,15,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승용,67세,상해없음,자전거,55세,경상,3,15,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,58세,부상신고,승용,57세,경상,7,16,단일로,기타
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,71세,상해없음,보행자,15세,경상,3,17,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,신호위반,승용,33세,경상,이륜,23세,경상,6,17,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,62세,상해없음,승용,40세,경상,6,0,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,46세,기타불명,승용,67세,경상,3,7,교차로,교차로부근
맑음,건조,차대차,측면충돌,안전거리미확보,승용,29세,상해없음,승용,37세,경상,3,8,교차로,교차로부근
맑음,건조,차대차,기타,안전거리미확보,화물,71세,상해없음,승용,62세,상해없음,5,9,단일로,기타
맑음,건조,차대사람,횡단중,신호위반,승용,42세,상해없음,보행자,53세,중상,8,9,단일로,기타
맑음,건조,차대차,기타,신호위반,화물,69세,상해없음,승용,29세,중상,5,9,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,64세,상해없음,승용,73세,경상,3,12,기타,기타
맑음,건조,차대차,측면충돌,신호위반,승용,47세,상해없음,이륜,79세,경상,3,12,교차로,교차로안
맑음,건조,차대차,추돌,안전거리미확보,이륜,46세,부상신고,건설기계,46세,상해없음,1,12,교차로,교차로부근
맑음,건조,차대사람,횡단중,신호위반,이륜,57세,상해없음,보행자,69세,중상,5,12,교차로,교차로횡단보도내
맑음,건조,차대차,후진중충돌,중앙선침범,승용,56세,상해없음,승용,63세,중상,10,13,단일로,기타
맑음,건조,차대차,측면충돌,신호위반,승용,59세,상해없음,승용,25세,경상,3,13,교차로,교차로안
맑음,건조,차대차,기타,안전거리미확보,화물,28세,부상신고,승용,23세,경상,4,14,단일로,기타
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,62세,상해없음,승용,76세,경상,3,14,교차로,교차로안
맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,44세,상해없음,승용,36세,경상,3,15,교차로,교차로안
맑음,건조,차대차,정면충돌,신호위반,승용,37세,상해없음,승용,38세,중상,5,15,교차로,교차로안
맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,52세,상해없음,보행자,12세,경상,3,15,교차로,교차로횡단보도내
맑음,건조,차대차,기타,교차로운행방법위반,승용,26세,상해없음,이륜,67세,중상,5,15,교차로,교차로안
맑음,건조,차대차,기타,교차로운행방법위반,승용,68세,상해없음,승용,71세,부상신고,1,15,교차로,교차로부근
맑음,건조,차대차,측면충돌,신호위반,이륜,65세,부상신고,화물,29세,상해없음,1,16,교차로,교차로안
맑음,건조,차대차,측면충돌,신호위반,승합,41세,상해없음,승용,50세,경상,6,18,교차로,교차로안
맑음,건조,차대차,기타,교차로운행방법위반,승용,29세,경상,승용,21세,경상,15,20,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,23세,상해없음,승용,42세,경상,9,21,단일로,기타
맑음,건조,차대차,기타,직진우회전진행방해,승용,40세,상해없음,승용,18세,부상신고,1,22,교차로,교차로안
맑음,건조,차대차,기타,신호위반,이륜,52세,부상신고,승용,37세,상해없음,1,6,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,47세,상해없음,승용,32세,경상,3,8,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,원동기,55세,중상,승용,66세,경상,8,9,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,45세,부상신고,화물,46세,경상,4,10,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,41세,경상,이륜,17세,중상,8,10,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,54세,상해없음,이륜,18세,경상,8,13,교차로,교차로부근
맑음,건조,차대차,측면충돌,신호위반,화물,21세,상해없음,승용,66세,경상,3,14,교차로,교차로안
맑음,건조,차대차,기타,직진우회전진행방해,이륜,18세,상해없음,자전거,75세,중상,5,14,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,40세,상해없음,이륜,21세,경상,3,15,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,72세,상해없음,승합,57세,경상,21,15,교차로,교차로부근
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,58세,상해없음,승용,57세,경상,3,17,교차로,교차로안
맑음,건조,차대차,측면충돌,안전거리미확보,승용,42세,상해없음,승합,66세,상해없음,3,17,단일로,기타
맑음,건조,차대사람,기타,보행자보호의무위반,승합,54세,상해없음,보행자,89세,중상,5,17,교차로,교차로횡단보도내
맑음,건조,차대차,측면충돌,안전거리미확보,승용,68세,상해없음,승용,24세,경상,3,18,교차로,교차로안
맑음,건조,차대사람,보도통행중,보행자보호의무위반,승용,35세,상해없음,보행자,63세,중상,5,18,교차로,교차로횡단보도내
맑음,건조,차대차,기타,신호위반,승용,51세,경상,승용,31세,경상,6,19,교차로,교차로부근
맑음,건조,차대차,기타,신호위반,승용,46세,상해없음,승용,33세,경상,3,21,단일로,기타
맑음,건조,차대차,추돌,신호위반,승용,44세,상해없음,승용,55세,경상,3,22,교차로,교차로안
맑음,건조,차대차,정면충돌,신호위반,승용,51세,상해없음,화물,49세,경상,6,5,교차로,교차로안
맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,49세,경상,화물,42세,경상,6,12,단일로,기타
맑음,건조,차대차,기타,안전거리미확보,승용,37세,상해없음,승용,24세,경상,3,13,단일로,기타
맑음,건조,차대차,추돌,안전거리미확보,승용,23세,상해없음,승용,41세,경상,6,16,단일로,기타
맑음,건조,차대차,측면충돌,안전거리미확보,승용,42세,상해없음,이륜,25세,경상,3,20,교차로,교차로부근
